original_column,source_file,label,readable_name_suggested,readable_name_final,keep_status,notes
SEQN,P_ALB_CR.xpt | P_BIOPRO.xpt | P_CBC.xpt | P_CMV.xpt | P_COT.xpt | P_CRCO.xpt | P_ETHOX.xpt | P_FASTQX.xpt | P_FERTIN.xpt | P_FETIB.xpt | P_FOLATE.xpt | P_FOLFMS.xpt | P_FR.xpt | P_GHB.xpt | P_GLU.xpt | P_HDL.xpt | P_HEPA.xpt | P_HEPBD.xpt | P_HEPB_S.xpt | P_HEPC.xpt | P_HEPE.xpt | P_HSCRP.xpt | P_IHGEM.xpt | P_OPD.xpt | P_PBCD.xpt | P_PERNT.xpt | P_PFAS.xpt | P_SSAGP.xpt | P_SSFR.xpt | P_SSMMRV.xpt | P_SSUVCM.xpt | P_TCHOL.xpt | P_TFR.xpt | P_TRIGLY.xpt | P_TST.xpt | P_UAS.xpt | P_UCFLOW.xpt | P_UCM.xpt | P_UCPREG.xpt | P_UHG.xpt | P_UIO.xpt | P_UM.xpt | P_UNI.xpt | P_UTAS.xpt | P_UVOC.xpt | P_UVOC2.xpt | P_VOCWB.xpt,Respondent Sequence Number | Respondent sequence number,respondent_sequence_number_respondent_sequence_number,SEQN,keep_id,
URXUMA,P_ALB_CR.xpt,"Albumin, urine (ug/mL)",albumin_urine_ug_ml,,review,
URXUMS,P_ALB_CR.xpt,"Albumin, urine (mg/L)",albumin_urine_mg_l,,review,
URDUMALC,P_ALB_CR.xpt,"Albumin, urine comment code",albumin_urine_comment_code,,review,
URXUCR,P_ALB_CR.xpt,"Creatinine, urine (mg/dL)",creatinine_urine_mg_dl,,review,
URXCRS,P_ALB_CR.xpt,"Creatinine, urine (umol/L)",creatinine_urine_umol_l,,review,
URDUCRLC,P_ALB_CR.xpt,"Creatinine, urine comment code",creatinine_urine_comment_code,,review,
URDACT,P_ALB_CR.xpt,Albumin creatinine ratio (mg/g),albumin_creatinine_ratio_mg_g,,review,
LBXSATSI,P_BIOPRO.xpt,Alanine Aminotransferase (ALT) (U/L),alanine_aminotransferase_alt_u_l,,review,
LBDSATLC,P_BIOPRO.xpt,ALT Comment Code,alt_comment_code,,review,
LBXSAL,P_BIOPRO.xpt,"Albumin, refrigerated serum (g/dL)",albumin_refrigerated_serum_g_dl,,review,
LBDSALSI,P_BIOPRO.xpt,"Albumin, refrigerated serum (g/L)",albumin_refrigerated_serum_g_l,,review,
LBXSAPSI,P_BIOPRO.xpt,Alkaline Phosphatase (ALP) (IU/L),alkaline_phosphatase_alp_iu_l,,review,
LBXSASSI,P_BIOPRO.xpt,Aspartate Aminotransferase (AST) (U/L),aspartate_aminotransferase_ast_u_l,,review,
LBXSC3SI,P_BIOPRO.xpt,Bicarbonate (mmol/L),bicarbonate_mmol_l,,review,
LBXSBU,P_BIOPRO.xpt,Blood Urea Nitrogen (mg/dL),blood_urea_nitrogen_mg_dl,,review,
LBDSBUSI,P_BIOPRO.xpt,Blood Urea Nitrogen (mmol/L),blood_urea_nitrogen_mmol_l,,review,
LBXSCLSI,P_BIOPRO.xpt,Chloride (mmol/L),chloride_mmol_l,,review,
LBXSCK,P_BIOPRO.xpt,Creatine Phosphokinase (CPK) (IU/L),creatine_phosphokinase_cpk_iu_l,,review,
LBXSCR,P_BIOPRO.xpt,"Creatinine, refrigerated serum (mg/dL)",creatinine_refrigerated_serum_mg_dl,,review,
LBDSCRSI,P_BIOPRO.xpt,"Creatinine, refrigerated serum (umol/L)",creatinine_refrigerated_serum_umol_l,,review,
LBXSGB,P_BIOPRO.xpt,Globulin (g/dL),globulin_g_dl,,review,
LBDSGBSI,P_BIOPRO.xpt,Globulin (g/L),globulin_g_l,,review,
LBXSGL,P_BIOPRO.xpt,"Glucose, refrigerated serum (mg/dL)",glucose_refrigerated_serum_mg_dl,,review,
LBDSGLSI,P_BIOPRO.xpt,"Glucose, refrigerated serum (mmol/L)",glucose_refrigerated_serum_mmol_l,,review,
LBXSGTSI,P_BIOPRO.xpt,Gamma Glutamyl Transferase (GGT) (IU/L),gamma_glutamyl_transferase_ggt_iu_l,,review,
LBDSGTLC,P_BIOPRO.xpt,GGT Comment Code,ggt_comment_code,,review,
LBXSIR,P_BIOPRO.xpt,"Iron, refrigerated serum (ug/dL)",iron_refrigerated_serum_ug_dl,,review,
LBDSIRSI,P_BIOPRO.xpt,"Iron, refrigerated serum (umol/L)",iron_refrigerated_serum_umol_l,,review,
LBXSLDSI,P_BIOPRO.xpt,Lactate Dehydrogenase (LDH) (IU/L),lactate_dehydrogenase_ldh_iu_l,,review,
LBXSOSSI,P_BIOPRO.xpt,Osmolality (mmol/Kg),osmolality_mmol_kg,,review,
LBXSPH,P_BIOPRO.xpt,Phosphorus (mg/dL),phosphorus_mg_dl,,review,
LBDSPHSI,P_BIOPRO.xpt,Phosphorus (mmol/L),phosphorus_mmol_l,,review,
LBXSKSI,P_BIOPRO.xpt,Potassium (mmol/L),potassium_mmol_l,,review,
LBXSNASI,P_BIOPRO.xpt,Sodium (mmol/L),sodium_mmol_l,,review,
LBXSTB,P_BIOPRO.xpt,Total Bilirubin (mg/dL),total_bilirubin_mg_dl,,review,
LBDSTBSI,P_BIOPRO.xpt,Total Bilirubin (umol/L),total_bilirubin_umol_l,,review,
LBDSTBLC,P_BIOPRO.xpt,Total Bilirubin Comment Code,total_bilirubin_comment_code,,review,
LBXSCA,P_BIOPRO.xpt,Total Calcium (mg/dL),total_calcium_mg_dl,,review,
LBDSCASI,P_BIOPRO.xpt,Total Calcium (mmol/L),total_calcium_mmol_l,,review,
LBXSCH,P_BIOPRO.xpt,"Cholesterol, refrigerated serum (mg/dL)",cholesterol_refrigerated_serum_mg_dl,,review,
LBDSCHSI,P_BIOPRO.xpt,"Cholesterol, refrigerated serum (mmol/L)",cholesterol_refrigerated_serum_mmol_l,,review,
LBXSTP,P_BIOPRO.xpt,Total Protein (g/dL),total_protein_g_dl,,review,
LBDSTPSI,P_BIOPRO.xpt,Total Protein (g/L),total_protein_g_l,,review,
LBXSTR,P_BIOPRO.xpt,"Triglycerides, refrig serum (mg/dL)",triglycerides_refrig_serum_mg_dl,,review,
LBDSTRSI,P_BIOPRO.xpt,"Triglycerides, refrig serum (mmol/L)",triglycerides_refrig_serum_mmol_l,,review,
LBXSUA,P_BIOPRO.xpt,Uric acid (mg/dL),uric_acid_mg_dl,,review,
LBDSUASI,P_BIOPRO.xpt,Uric acid (umol/L),uric_acid_umol_l,,review,
LBXWBCSI,P_CBC.xpt,White blood cell count (1000 cells/uL),white_blood_cell_count_1000_cells_ul,,review,
LBXLYPCT,P_CBC.xpt,Lymphocyte percent (%),lymphocyte_percent,,review,
LBXMOPCT,P_CBC.xpt,Monocyte percent (%),monocyte_percent,,review,
LBXNEPCT,P_CBC.xpt,Segmented neutrophils percent (%),segmented_neutrophils_percent,,review,
LBXEOPCT,P_CBC.xpt,Eosinophils percent (%),eosinophils_percent,,review,
LBXBAPCT,P_CBC.xpt,Basophils percent (%),basophils_percent,,review,
LBDLYMNO,P_CBC.xpt,Lymphocyte number (1000 cells/uL),lymphocyte_number_1000_cells_ul,,review,
LBDMONO,P_CBC.xpt,Monocyte number (1000 cells/uL),monocyte_number_1000_cells_ul,,review,
LBDNENO,P_CBC.xpt,Segmented neutrophils num (1000 cell/uL),segmented_neutrophils_num_1000_cell_ul,,review,
LBDEONO,P_CBC.xpt,Eosinophils number (1000 cells/uL),eosinophils_number_1000_cells_ul,,review,
LBDBANO,P_CBC.xpt,Basophils number (1000 cells/uL),basophils_number_1000_cells_ul,,review,
LBXRBCSI,P_CBC.xpt,Red blood cell count (million cells/uL),red_blood_cell_count_million_cells_ul,,review,
LBXHGB,P_CBC.xpt,Hemoglobin (g/dL),hemoglobin_g_dl,,review,
LBXHCT,P_CBC.xpt,Hematocrit (%),hematocrit,,review,
LBXMCVSI,P_CBC.xpt,Mean cell volume (fL),mean_cell_volume_fl,,review,
LBXMC,P_CBC.xpt,Mean Cell Hgb Conc. (g/dL),mean_cell_hgb_conc_g_dl,,review,
LBXMCHSI,P_CBC.xpt,Mean cell hemoglobin (pg),mean_cell_hemoglobin_pg,,review,
LBXRDW,P_CBC.xpt,Red cell distribution width (%),red_cell_distribution_width,,review,
LBXPLTSI,P_CBC.xpt,Platelet count (1000 cells/uL),platelet_count_1000_cells_ul,,review,
LBXMPSI,P_CBC.xpt,Mean platelet volume (fL),mean_platelet_volume_fl,,review,
LBXNRBC,P_CBC.xpt,Nucleated red blood cells (/100 WBC),nucleated_red_blood_cells_100_wbc,,review,
LBXIGG,P_CMV.xpt,Cytomegalovirus (CMV) IgG,cytomegalovirus_cmv_igg,,review,
LBXIGM,P_CMV.xpt,Cytomegalovirus (CMV) IgM,cytomegalovirus_cmv_igm,,review,
LBXIGGA,P_CMV.xpt,Cytomegalovirus (CMV) IgG avidity,cytomegalovirus_cmv_igg_avidity,,review,
LBXCOT,P_COT.xpt,"Cotinine, Serum (ng/mL)",cotinine_serum_ng_ml,,review,
LBDCOTLC,P_COT.xpt,"Cotinine, Serum Comment Code",cotinine_serum_comment_code,,review,
LBXHCOT,P_COT.xpt,"Hydroxycotinine, Serum (ng/mL)",hydroxycotinine_serum_ng_ml,,review,
LBDHCOLC,P_COT.xpt,"Hydroxycotinine, Serum Comment Code",hydroxycotinine_serum_comment_code,,review,
LBXBCR,P_CRCO.xpt,Chromium (ug/L),chromium_ug_l,,review,
LBDBCRSI,P_CRCO.xpt,Chromium (nmol/L),chromium_nmol_l,,review,
LBDBCRLC,P_CRCO.xpt,Chromium Comment Code,chromium_comment_code,,review,
LBXBCO,P_CRCO.xpt,Cobalt (ug/L),cobalt_ug_l,,review,
LBDBCOSI,P_CRCO.xpt,Cobalt (nmol/L),cobalt_nmol_l,,review,
LBDBCOLC,P_CRCO.xpt,Cobalt Comment Code,cobalt_comment_code,,review,
WTSAPRP,P_ETHOX.xpt | P_PERNT.xpt | P_UAS.xpt | P_UCM.xpt | P_UHG.xpt | P_UIO.xpt | P_UM.xpt | P_UNI.xpt | P_UTAS.xpt | P_UVOC.xpt,Subsample A Weights Pre-Pandemic,subsample_a_weights_pre_pandemic,,review,
LBXEOA,P_ETHOX.xpt,Ethylene Oxide (pmol/g Hb),ethylene_oxide_pmol_g_hb,,review,
LBDEOALC,P_ETHOX.xpt,Ethylene Oxide comment code,ethylene_oxide_comment_code,,review,
PHQ020,P_FASTQX.xpt,Coffee or tea with cream or sugar?,coffee_or_tea_with_cream_or_sugar,,review,
PHACOFHR,P_FASTQX.xpt,Coffee/tea fast time (hours),coffee_tea_fast_time_hours,,review,
PHACOFMN,P_FASTQX.xpt,Coffee/tea fast time (minutes),coffee_tea_fast_time_minutes,,review,
PHQ030,P_FASTQX.xpt,"Alcohol, such as beer, wine, or liquor?",alcohol_such_as_beer_wine_or_liquor,,review,
PHAALCHR,P_FASTQX.xpt,Alcohol fast time (hours),alcohol_fast_time_hours,,review,
PHAALCMN,P_FASTQX.xpt,Alcohol fast time (minutes),alcohol_fast_time_minutes,,review,
PHQ040,P_FASTQX.xpt,"Gum, mints, lozenges or cough drops",gum_mints_lozenges_or_cough_drops,,review,
PHAGUMHR,P_FASTQX.xpt,"Gum, mints cough drops fast time (hours)",gum_mints_cough_drops_fast_time_hours,,review,
PHAGUMMN,P_FASTQX.xpt,"Gum, mints, cough fast time (minutes)",gum_mints_cough_fast_time_minutes,,review,
PHQ050,P_FASTQX.xpt,"Antacids, laxatives, or anti-diarrheals?",antacids_laxatives_or_anti_diarrheals,,review,
PHAANTHR,P_FASTQX.xpt,"Antacids, laxatives fast time (hours)",antacids_laxatives_fast_time_hours,,review,
PHAANTMN,P_FASTQX.xpt,"Antacids, laxatives fast time (minutes)",antacids_laxatives_fast_time_minutes,,review,
PHQ060,P_FASTQX.xpt,Dietary supplements?,dietary_supplements,,review,
PHASUPHR,P_FASTQX.xpt,Dietary supplements fast time (hours),dietary_supplements_fast_time_hours,,review,
PHASUPMN,P_FASTQX.xpt,Dietary supplements fast time (minutes),dietary_supplements_fast_time_minutes,,review,
PHAFSTHR,P_FASTQX.xpt,"Total length of ""food fast,"" hours",total_length_of_food_fast_hours,,review,
PHAFSTMN,P_FASTQX.xpt,"Total length of ""food fast,"" minutes",total_length_of_food_fast_minutes,,review,
PHDSESN,P_FASTQX.xpt,Session in which SP was examined,session_in_which_sp_was_examined,,review,
LBXFER,P_FERTIN.xpt,Ferritin (ng/mL),ferritin_ng_ml,,review,
LBDFERSI,P_FERTIN.xpt,Ferritin (ug/L),ferritin_ug_l,,review,
LBXIRN,P_FETIB.xpt,"Iron frozen, Serum (ug/dL)",iron_frozen_serum_ug_dl,,review,
LBDIRNSI,P_FETIB.xpt,"Iron frozen, Serum (umol/L)",iron_frozen_serum_umol_l,,review,
LBXUIB,P_FETIB.xpt,"UIBC, Serum (ug/dL)",uibc_serum_ug_dl,,review,
LBDUIBLC,P_FETIB.xpt,"UIBC, Serum Comment Code",uibc_serum_comment_code,,review,
LBDUIBSI,P_FETIB.xpt,"UIBC, Serum (umol/L)",uibc_serum_umol_l,,review,
LBDTIB,P_FETIB.xpt,Total Iron Binding Capacity TIBC (ug/dL),total_iron_binding_capacity_tibc_ug_dl,,review,
LBDTIBSI,P_FETIB.xpt,Tot Iron Binding Capacity TIBC (umol/L),tot_iron_binding_capacity_tibc_umol_l,,review,
LBDPCT,P_FETIB.xpt,Transferrin Saturation (%),transferrin_saturation,,review,
WTFOLPRP,P_FOLATE.xpt | P_FOLFMS.xpt,Folate & Folate Form Weight Pre-Pandemic,folate_folate_form_weight_pre_pandemic,,review,
LBDRFO,P_FOLATE.xpt,RBC folate (ng/mL),rbc_folate_ng_ml,,review,
LBDRFOSI,P_FOLATE.xpt,RBC folate (nmol/L),rbc_folate_nmol_l,,review,
WTFOLPRP__p_folfms,,,,,review,
LBDFOTSI,P_FOLFMS.xpt,Serum total folate (nmol/L),serum_total_folate_nmol_l,,review,
LBDFOT,P_FOLFMS.xpt,Serum total folate (ng/mL),serum_total_folate_ng_ml,,review,
LBXSF1SI,P_FOLFMS.xpt,5-Methyl-tetrahydrofolate (nmol/L),5_methyl_tetrahydrofolate_nmol_l,,review,
LBDSF1LC,P_FOLFMS.xpt,5-Methyl-tetrahydrofolate cmt,5_methyl_tetrahydrofolate_cmt,,review,
LBXSF2SI,P_FOLFMS.xpt,Folic acid (nmol/L),folic_acid_nmol_l,,review,
LBDSF2LC,P_FOLFMS.xpt,Folic acid cmt,folic_acid_cmt,,review,
LBXSF3SI,P_FOLFMS.xpt,5-Formyl-tetrahydrofolate (nmol/L),5_formyl_tetrahydrofolate_nmol_l,,review,
LBDSF3LC,P_FOLFMS.xpt,5-Formyl-tetrahydrofolate cmt,5_formyl_tetrahydrofolate_cmt,,review,
LBXSF4SI,P_FOLFMS.xpt,Tetrahydrofolate (nmol/L),tetrahydrofolate_nmol_l,,review,
LBDSF4LC,P_FOLFMS.xpt,Tetrahydrofolate cmt,tetrahydrofolate_cmt,,review,
LBXSF5SI,P_FOLFMS.xpt,"5,10-Methenyl-tetrahydrofolate (nmol/L)",5_10_methenyl_tetrahydrofolate_nmol_l,,review,
LBDSF5LC,P_FOLFMS.xpt,"5,10-Methenyl-tetrahydrofolate cmt",5_10_methenyl_tetrahydrofolate_cmt,,review,
LBXSF6SI,P_FOLFMS.xpt,Mefox oxidation product (nmol/L),mefox_oxidation_product_nmol_l,,review,
LBDSF6LC,P_FOLFMS.xpt,Mefox oxidation product cmt,mefox_oxidation_product_cmt,,review,
WTSBPRP,P_FR.xpt | P_OPD.xpt,Subsample B Weights Pre-Pandemic,subsample_b_weights_pre_pandemic,,review,
URXBCPP,P_FR.xpt,Bis (1-chloro-2-propyl) Phosphate,bis_1_chloro_2_propyl_phosphate,,review,
URDBCPLC,P_FR.xpt,Bis (1-chloro-2-propyl) Phosphate Comt,bis_1_chloro_2_propyl_phosphate_comt,,review,
URXBCEP,P_FR.xpt,Bis-2-chloroethyl Phosphate,bis_2_chloroethyl_phosphate,,review,
URDCEPLC,P_FR.xpt,Bis-2-chloroethyl Phosphate Comt Code,bis_2_chloroethyl_phosphate_comt_code,,review,
URXBDCP,P_FR.xpt,"Bis (1,3-dichloro-2-propyl) Phosphate",bis_1_3_dichloro_2_propyl_phosphate,,review,
URDBDCLC,P_FR.xpt,"Bis (1,3-dichloro-2-propyl) Phosph Comt",bis_1_3_dichloro_2_propyl_phosph_comt,,review,
URXDBUP,P_FR.xpt,Dibutyl Phosphate,dibutyl_phosphate,,review,
URDDUPLC,P_FR.xpt,Dibutyl Phosphate Comment Code,dibutyl_phosphate_comment_code,,review,
URXDPHP,P_FR.xpt,Diphenyl Phosphate,diphenyl_phosphate,,review,
URDDPHLC,P_FR.xpt,Diphenyl Phosphate Comment Code,diphenyl_phosphate_comment_code,,review,
URXTBBA,P_FR.xpt,"2,3,4,5-tetrabromobenzoic Acid",2_3_4_5_tetrabromobenzoic_acid,,review,
URDBBALC,P_FR.xpt,"2,3,4,5-tetrabromobenzoic Acid Comt Code",2_3_4_5_tetrabromobenzoic_acid_comt_code,,review,
LBXGH,P_GHB.xpt,Glycohemoglobin (%),glycohemoglobin,,review,
WTSAFPRP,P_GLU.xpt | P_TRIGLY.xpt,Fasting Subsample Weight,fasting_subsample_weight,,review,
LBXGLU,P_GLU.xpt,Fasting Glucose (mg/dL),fasting_glucose_mg_dl,,review,
LBDGLUSI,P_GLU.xpt,Fasting Glucose (mmol/L),fasting_glucose_mmol_l,,review,
LBDHDD,P_HDL.xpt,Direct HDL-Cholesterol (mg/dL),direct_hdl_cholesterol_mg_dl,,review,
LBDHDDSI,P_HDL.xpt,Direct HDL-Cholesterol (mmol/L),direct_hdl_cholesterol_mmol_l,,review,
LBXHA,P_HEPA.xpt,Hepatitis A antibody,hepatitis_a_antibody,,review,
LBXHBS,P_HEPB_S.xpt,Hepatitis B Surface Antibody,hepatitis_b_surface_antibody,,review,
LBXHBC,P_HEPBD.xpt,Hepatitis B core antibody,hepatitis_b_core_antibody,,review,
LBDHBG,P_HEPBD.xpt,Hepatitis B surface antigen,hepatitis_b_surface_antigen,,review,
LBDHD,P_HEPBD.xpt,Hepatitis D antibody (anti-HDV),hepatitis_d_antibody_anti_hdv,,review,
SSLBDHD,P_HEPBD.xpt,Hepatitis D antibody (anti-HDV)retesting,hepatitis_d_antibody_anti_hdv_retesting,,review,
LBXHCR,P_HEPC.xpt,Hepatitis C RNA,hepatitis_c_rna,,review,
LBDHCI,P_HEPC.xpt,Hepatitis C Antibody (confirmed),hepatitis_c_antibody_confirmed,,review,
