column,missing_fraction,drop_for_ml_ready,drop_for_cluster_optional
LBDESTLC_estradiol_comment_code,0.2665053112814307,False,False
LBDESTSI_estradiol_pmol_l,0.2665053112814307,False,False
LBXEST_estradiol_pg_ml,0.2665053112814307,False,False
LBDFSHLC_fsh_comment_code,0.24593249966384295,False,False
LBDPG4LC_progesterone_comment_code,0.24593249966384295,False,False
LBDPG4SI_progesterone_nmol_l,0.24593249966384295,False,False
LBXFSH_follicle_stimulating_hormone_miu_ml,0.24593249966384295,False,False
LBXPG4_progesterone_ng_dl,0.24593249966384295,False,False
LBD17HLC_17a_hydroxyprogesterone_comment_code,0.24378109452736318,False,False
LBD17HSI_17a_hydroxyprogesterone_nmol_l,0.24378109452736318,False,False
LBDSHGLC_shbg_comment_code,0.24378109452736318,False,False
LBX17H_17a_hydroxyprogesterone_ng_dl,0.24378109452736318,False,False
LBXSHBG_shbg_nmol_l,0.24378109452736318,False,False
LBDLUHLC_luteinizing_hormone_comment_code,0.24324324324324326,False,False
LBXLUH_luteinizing_hormone_miu_ml,0.24324324324324326,False,False
LBDANDLC_androstenedione_comment_code,0.24203307785397338,False,False
LBDANDSI_androstenedione_nmol_l,0.24203307785397338,False,False
LBXAND_androstenedione_ng_dl,0.24203307785397338,False,False
pulse_3,0.23302406884496438,False,False
pulse_2,0.2319483662767245,False,False
pulse_1,0.23127605217157457,False,False
alq151___ever_have_4/5_or_more_drinks_every_day?,0.21769530724754604,False,False
WTSSMMPP_surplus_spec_mmrv_weights_prepandemic,0.21688853032136615,False,False
alq121___past_12_mo_how_often_drink_alcoholic_bev,0.21675406750033616,False,False
URDFLOW1_urine_1_flow_rate_ml_min,0.20613150463896732,False,False
URDTIME1_minutes_b_w_last_urination_urine_1,0.20613150463896732,False,False
whd120___self_reported_weight_age_25_(pounds),0.18959257765227913,False,False
kiq046___leak_urine_during_nonphysical_activities,0.18246604813768993,False,False
kiq044___urinated_before_reaching_the_toilet?,0.18233158531665994,False,False
kiq005___how_often_have_urinary_leakage?,0.18206265967459997,False,False
kiq042___leak_urine_during_physical_activities?,0.18206265967459997,False,False
kiq480___how_many_times_urinate_in_night?,0.18206265967459997,False,False
LBXHCT_hematocrit,0.1690197660346914,False,False
LBXHGB_hemoglobin_g_dl,0.1690197660346914,False,False
LBXMCHSI_mean_cell_hemoglobin_pg,0.1690197660346914,False,False
LBXMCVSI_mean_cell_volume_fl,0.1690197660346914,False,False
LBXRBCSI_red_blood_cell_count_million_cells_ul,0.1690197660346914,False,False
dbp_3,0.16337232755143202,False,False
sbp_3,0.16337232755143202,False,False
dbp_2,0.16202769934113218,False,False
sbp_2,0.16202769934113218,False,False
dbp_1,0.16135538523598225,False,False
sbp_1,0.16135538523598225,False,False
LBXSLDSI_lactate_dehydrogenase_ldh_iu_l,0.16041414548877236,False,False
income_poverty_ratio,0.15032943391152345,False,False
ast_u_l,0.14495092107032406,False,False
LBDTIBSI_tot_iron_binding_capacity_tibc_umol_l,0.14414414414414414,False,False
tibc_ug_dl,0.14414414414414414,False,False
transferrin_saturation_pct,0.14414414414414414,False,False
LBDUIBLC_uibc_serum_comment_code,0.14333736721796422,False,False
LBDUIBSI_uibc_serum_umol_l,0.14333736721796422,False,False
LBXUIB_uibc_serum_ug_dl,0.14333736721796422,False,False
LBDHRPLC_hs_c_reactive_protein_comment_code,0.14239612747075434,False,False
LBXHSCRP_hs_c_reactive_protein_mg_l,0.14239612747075434,False,False
LBDHCI_hepatitis_c_antibody_confirmed,0.14226166464972434,False,False
LBXSKSI_potassium_mmol_l,0.1417238133656044,False,False
LBXSCK_creatine_phosphokinase_cpk_iu_l,0.14145488772354445,False,False
ggt_u_l,0.14145488772354445,False,False
LBXHA_hepatitis_a_antibody,0.14132042490251445,False,False
alt_u_l,0.14132042490251445,False,False
bun_mg_dl,0.14132042490251445,False,False
LBDSATLC_alt_comment_code,0.14118596208148446,False,False
LBDSBUSI_blood_urea_nitrogen_mmol_l,0.14118596208148446,False,False
LBDSCASI_total_calcium_mmol_l,0.14118596208148446,False,False
LBDSGBSI_globulin_g_l,0.14118596208148446,False,False
LBDSGLSI_glucose_refrigerated_serum_mmol_l,0.14118596208148446,False,False
LBDSGTLC_ggt_comment_code,0.14118596208148446,False,False
LBDSIRSI_iron_refrigerated_serum_umol_l,0.14118596208148446,False,False
LBDSPHSI_phosphorus_mmol_l,0.14118596208148446,False,False
LBDSTPSI_total_protein_g_l,0.14118596208148446,False,False
LBDSTRSI_triglycerides_refrig_serum_mmol_l,0.14118596208148446,False,False
LBDSUASI_uric_acid_umol_l,0.14118596208148446,False,False
LBXSBU_blood_urea_nitrogen_mg_dl,0.14118596208148446,False,False
LBXSC3SI_bicarbonate_mmol_l,0.14118596208148446,False,False
LBXSCA_total_calcium_mg_dl,0.14118596208148446,False,False
LBXSGB_globulin_g_dl,0.14118596208148446,False,False
LBXSGL_glucose_refrigerated_serum_mg_dl,0.14118596208148446,False,False
LBXSIR_iron_refrigerated_serum_ug_dl,0.14118596208148446,False,False
LBXSOSSI_osmolality_mmol_kg,0.14118596208148446,False,False
LBXSPH_phosphorus_mg_dl,0.14118596208148446,False,False
LBXSTP_total_protein_g_dl,0.14118596208148446,False,False
LBXSTR_triglycerides_refrig_serum_mg_dl,0.14118596208148446,False,False
LBXSUA_uric_acid_mg_dl,0.14118596208148446,False,False
alp_u_l,0.14118596208148446,False,False
LBDSTBSI_total_bilirubin_umol_l,0.1410514992604545,False,False
LBXHCR_hepatitis_c_rna,0.1410514992604545,False,False
LBDSCHSI_cholesterol_refrigerated_serum_mmol_l,0.1409170364394245,False,False
LBDSCRSI_creatinine_refrigerated_serum_umol_l,0.1409170364394245,False,False
LBDSTBLC_total_bilirubin_comment_code,0.1409170364394245,False,False
LBXSCH_cholesterol_refrigerated_serum_mg_dl,0.1409170364394245,False,False
serum_creatinine_mg_dl,0.1409170364394245,False,False
total_bilirubin_mg_dl,0.1409170364394245,False,False
LBDSALSI_albumin_refrigerated_serum_g_l,0.14078257361839452,False,False
LBXSCLSI_chloride_mmol_l,0.14078257361839452,False,False
LBXSNASI_sodium_mmol_l,0.14078257361839452,False,False
serum_albumin_g_dl,0.14078257361839452,False,False
whq070___tried_to_lose_weight_in_past_year,0.14051364797633453,False,False
LBDIRNSI_iron_frozen_serum_umol_l,0.13876563130294473,False,False
serum_iron_ug_dl,0.13876563130294473,False,False
any_root_caries,0.1380933171977948,False,False
any_root_restoration_caries,0.13768992873470484,False,False
LBDHDDSI_direct_hdl_cholesterol_mmol_l,0.13701761462955492,False,False
LBDTCSI_total_cholesterol_mmol_l,0.13701761462955492,False,False
hdl_cholesterol_mg_dl,0.13701761462955492,False,False
total_cholesterol_mg_dl,0.13701761462955492,False,False
LBDCOTLC_cotinine_serum_comment_code,0.13405943256689526,False,False
LBDHCOLC_hydroxycotinine_serum_comment_code,0.13405943256689526,False,False
LBXCOT_cotinine_serum_ng_ml,0.13405943256689526,False,False
LBXHCOT_hydroxycotinine_serum_ng_ml,0.13405943256689526,False,False
LBXHBS_hepatitis_b_surface_antibody,0.13338711846174534,False,False
LBDHEG_hepatitis_e_igg_anti_hev,0.13217695307247546,False,False
LBDHD_hepatitis_d_antibody_anti_hdv,0.1320424902514455,False,False
SSLBDHD_hepatitis_d_antibody_anti_hdv_retesting,0.1320424902514455,False,False
LBDHBG_hepatitis_b_surface_antigen,0.1319080274304155,False,False
LBDHEM_hepatitis_e_igm_anti_hev,0.1319080274304155,False,False
LBXHBC_hepatitis_b_core_antibody,0.13163910178835553,False,False
LBDFERSI_ferritin_ug_l,0.13150463896732553,False,False
ferritin_ng_ml,0.13150463896732553,False,False
diq160___ever_told_you_have_prediabetes,0.1309667876832056,False,False
dpq040___feeling_tired_or_having_little_energy,0.1309667876832056,False,False
fatigue_binary_lenient,0.1309667876832056,False,False
fatigue_binary_strict,0.1309667876832056,False,False
fatigue_ordinal,0.1309667876832056,False,False
diq180___had_blood_tested_past_three_years,0.12800860562054592,False,False
alq111___ever_had_a_drink_of_any_kind_of_alcohol,0.127470754336426,False,False
liver_stiffness_iqr_ratio,0.12572273766303618,False,False
liver_cap_dbm,0.12531934919994622,False,False
liver_stiffness_kpa,0.12518488637891623,False,False
liver_valid_measures,0.12491596073685626,False,False
LBDBGELC_mercury_ethyl_comment_code,0.12263009277934651,False,False
LBDBGESI_mercury_ethyl_nmol_l,0.12263009277934651,False,False
LBDBGMLC_mercury_methyl_comment_code,0.12263009277934651,False,False
LBDBGMSI_mercury_methyl_nmol_l,0.12263009277934651,False,False
LBDIHGLC_mercury_inorganic_comment_code,0.12263009277934651,False,False
LBDIHGSI_mercury_inorganic_nmol_l,0.12263009277934651,False,False
LBXBGE_mercury_ethyl_ug_l,0.12263009277934651,False,False
LBXBGM_mercury_methyl_ug_l,0.12263009277934651,False,False
LBXIHG_mercury_inorganic_ug_l,0.12263009277934651,False,False
LBXGH_glycohemoglobin,0.12115100174801667,False,False
LBDBCDLC_blood_cadmium_comment_code,0.12020976200080678,False,False
LBDBCDSI_blood_cadmium_nmol_l,0.12020976200080678,False,False
LBDBMNSI_blood_manganese_nmol_l,0.12020976200080678,False,False
LBDBPBLC_blood_lead_comment_code,0.12020976200080678,False,False
LBDBPBSI_blood_lead_umol_l,0.12020976200080678,False,False
LBDBSELC_blood_selenium_comment_code,0.12020976200080678,False,False
LBDBSESI_blood_selenium_umol_l,0.12020976200080678,False,False
LBDTHGLC_blood_mercury_total_comment_code,0.12020976200080678,False,False
LBDTHGSI_blood_mercury_total_nmol_l,0.12020976200080678,False,False
LBXBCD_blood_cadmium_ug_l,0.12020976200080678,False,False
LBXBMN_blood_manganese_ug_l,0.12020976200080678,False,False
LBXBPB_blood_lead_ug_dl,0.12020976200080678,False,False
LBXBSE_blood_selenium_ug_l,0.12020976200080678,False,False
LBXTHG_blood_mercury_total_ug_l,0.12020976200080678,False,False
LBXNRBC_nucleated_red_blood_cells_100_wbc,0.11778943122226704,False,False
LBDBANO_basophils_number_1000_cells_ul,0.11765496840123706,False,False
LBDEONO_eosinophils_number_1000_cells_ul,0.11765496840123706,False,False
LBDLYMNO_lymphocyte_number_1000_cells_ul,0.11765496840123706,False,False
LBDMONO_monocyte_number_1000_cells_ul,0.11765496840123706,False,False
LBDNENO_segmented_neutrophils_num_1000_cell_ul,0.11765496840123706,False,False
LBXBAPCT_basophils_percent,0.11765496840123706,False,False
LBXEOPCT_eosinophils_percent,0.11765496840123706,False,False
LBXLYPCT_lymphocyte_percent,0.11765496840123706,False,False
LBXMOPCT_monocyte_percent,0.11765496840123706,False,False
LBXNEPCT_segmented_neutrophils_percent,0.11765496840123706,False,False
LBXMC_mean_cell_hgb_conc_g_dl,0.1172515799381471,False,False
LBXMPSI_mean_platelet_volume_fl,0.1172515799381471,False,False
LBXPLTSI_platelet_count_1000_cells_ul,0.1172515799381471,False,False
LBXRDW_red_cell_distribution_width,0.1172515799381471,False,False
LBXWBCSI_white_blood_cell_count_1000_cells_ul,0.1172515799381471,False,False
waist_cm,0.11160414145488773,False,False
hip_cm,0.10985612478149792,False,False
any_implant,0.1082425709291381,False,False
URDUCRLC_creatinine_urine_comment_code,0.0882076105956703,False,False
URDUMALC_albumin_urine_comment_code,0.0882076105956703,False,False
URXCRS_creatinine_urine_umol_l,0.0882076105956703,False,False
URXUCR_creatinine_urine_mg_dl,0.0882076105956703,False,False
URXUMA_albumin_urine_ug_ml,0.0882076105956703,False,False
uacr_mg_g,0.0882076105956703,False,False
URXVOL1_the_volume_of_urine_collection_1_ml,0.08766975931155035,False,False
PHQ020_coffee_or_tea_with_cream_or_sugar,0.08592174263816055,False,False
PHQ030_alcohol_such_as_beer_wine_or_liquor,0.08592174263816055,False,False
PHQ040_gum_mints_lozenges_or_cough_drops,0.08592174263816055,False,False
PHQ050_antacids_laxatives_or_anti_diarrheals,0.08592174263816055,False,False
PHQ060_dietary_supplements,0.08592174263816055,False,False
fasting_hours_part,0.08592174263816055,False,False
fasting_minutes_part,0.08592174263816055,False,False
mcq300a___close_relative_had_heart_attack,0.08377033750168078,False,False
bmi,0.08121554390211107,False,False
height_cm,0.08027430415490117,False,False
weight_kg,0.08013984133387118,False,False
mcq300c___close_relative_had_diabetes,0.07408901438752186,False,False
PHDSESN_session_in_which_sp_was_examined,0.06871050154632244,False,False
WTTSTPP_tst_subsample_weights_pre_pandemic,0.06871050154632244,False,False
liver_exam_status,0.06871050154632244,False,False
mcq160d___ever_told_you_had_angina,0.06467661691542288,False,False
kiq026___ever_had_kidney_stones?,0.0645421540943929,False,False
mcq160a___ever_told_you_had_arthritis,0.063735377168213,False,False
mcq160m___ever_told_you_had_thyroid_problem,0.063600914347183,False,False
mcq550___has_dr_ever_said_you_have_gallstones,0.063600914347183,False,False
mcq160b___ever_told_you_had_congestive_heart_failure,0.06346645152615302,False,False
mcq160c___ever_told_you_had_coronary_heart_disease,0.06346645152615302,False,False
mcq160l___ever_told_you_had_any_liver_condition,0.06346645152615302,False,False
mcq160e___ever_told_you_had_heart_attack,0.06319752588409305,False,False
mcq160f___ever_told_you_had_stroke,0.06306306306306306,False,False
mcq160p___ever_told_you_had_copd_emphysema,0.06306306306306306,False,False
mcq520___abdominal_pain_during_past_12_months?,0.0627941374210031,False,False
kiq022___ever_told_you_had_weak/failing_kidneys?,0.06265967459997311,False,False
mcq220___ever_told_you_had_cancer_or_malignancy,0.06252521177894312,False,False
mcq560___ever_had_gallbladder_surgery?,0.06225628613688315,False,False
education,0.06198736049482318,False,False
marital_status,0.06198736049482318,False,False
slq040___how_often_do_you_snort_or_stop_breathing,0.04383487965577518,False,False
mcq300b___close_relative_had_asthma,0.017883555196988032,False,False
huq051___#times_receive_healthcare_over_past_year,0.016673389807718167,False,False
whq150___age_when_heaviest_weight,0.013446282102998522,False,False
sld013___sleep_hours___weekends,0.008605620545919053,False,False
sld012___sleep_hours___weekdays_or_workdays,0.007126529514589216,False,False
mcq092___ever_receive_blood_transfusion,0.006992066693559231,False,False
slq300___usual_sleep_time_on_weekdays_or_workdays,0.00645421540943929,False,False
slq310___usual_wake_time_on_weekdays_or_workdays,0.00618528976737932,False,False
slq320___usual_sleep_time_on_weekends,0.005916364125319349,False,False
whd010___current_self_reported_height_(inches),0.005916364125319349,False,False
slq330___usual_wake_time_on_weekends,0.005781901304289364,False,False
bpq080___doctor_told_you___high_cholesterol_level,0.004975124378109453,False,False
heq010___ever_told_you_have_hepatitis_b?,0.004033884630899556,False,False
whq225___times_lost_10_lbs_or_more_to_lose_weight,0.004033884630899556,False,False
heq030___ever_told_you_have_hepatitis_c?,0.003764958988839586,False,False
pad680___minutes_sedentary_activity,0.0022858679575097486,False,False
whq030___how_do_you_consider_your_weight,0.002151405136479763,False,False
mcq053___taking_treatment_for_anemia/past_3_mos,0.0014790910313298372,False,False
huq010___general_health_condition,0.0012101653892698668,False,False
infection_inflammation,0.0012101653892698668,False,False
mcq080___doctor_ever_said_you_were_overweight,0.0012101653892698668,False,False
mcq366c___doctor_told_to_reduce_salt,0.0012101653892698668,False,False
"rxduse___taken_prescription_medicine,_past_month",0.0012101653892698668,False,False
bpq020___ever_told_you_had_high_blood_pressure,0.0010757025682398816,False,False
mcq010___ever_been_told_you_have_asthma,0.0010757025682398816,False,False
mcq371a___doing_controlling_weight,0.0010757025682398816,False,False
mcq366d___doctor_told_to_reduce_fat_in_diet,0.0008067769261799112,False,False
mcq371d___doing_reducing_fat_in_diet,0.0008067769261799112,False,False
slq050___ever_told_doctor_had_trouble_sleeping?,0.0008067769261799112,False,False
paq605___vigorous_work_activity,0.000672314105149926,False,False
"whq040___like_to_weigh_more,_less_or_same",0.000672314105149926,False,False
paq620___moderate_work_activity,0.0005378512841199408,False,False
diq010___doctor_told_you_have_diabetes,0.0004033884630899556,False,False
huq030___routine_place_to_go_for_healthcare,0.0004033884630899556,False,False
mcq371c___doing_reducing_salt,0.0004033884630899556,False,False
smq020___smoked_at_least_100_cigarettes_in_life,0.0004033884630899556,False,False
huq090___seen_mental_health_professional/past_yr,0.0002689256420599704,False,False
mcq366a___doctor_told_to_control_weight,0.0002689256420599704,False,False
mcq366b___doctor_told_to_increase_exercise,0.0002689256420599704,False,False
mcq371b___doing_increasing_exercise,0.0002689256420599704,False,False
huq071___overnight_hospital_patient_in_last_year,0.0001344628210299852,False,False
ocd150___type_of_work_done_last_week,0.0001344628210299852,False,False
paq635___walk_or_bicycle,0.0001344628210299852,False,False
whd140___self_reported_greatest_weight_(pounds),0.0001344628210299852,False,False
CFS_suspect,0.0,False,False
SEQN,0.0,False,False
SEQN.1,0.0,False,False
age_years,0.0,False,False
alcohol,0.0,False,False
anemia,0.0,False,False
anxiety,0.0,False,False
cluster,0.0,False,False
coronary_heart,0.0,False,False
country_of_birth,0.0,False,False
depression,0.0,False,False
diabetes,0.0,False,False
electrolyte_imbalance,0.0,False,False
emphysema_lungs,0.0,False,False
ethnicity,0.0,False,False
gender,0.0,False,False
heart_failure,0.0,False,False
hepatic_insufficiency,0.0,False,False
hepatitis_bc,0.0,False,False
high_blood_pressure,0.0,False,False
high_cholesterol,0.0,False,False
interview_weight,0.0,False,False
iron_deficiency,0.0,False,False
kidney,0.0,False,False
liver,0.0,False,False
mec_exam_weight,0.0,False,False
med_count,0.0,False,False
menopause,0.0,False,False
myalgia,0.0,False,False
nan_count,0.0,False,False
nan_group,0.0,False,False
overweight,0.0,False,False
paq650___vigorous_recreational_activities,0.0,False,False
paq665___moderate_recreational_activities,0.0,False,False
prediabetes,0.0,False,False
sleep_disorder,0.0,False,False
slq030___how_often_do_you_snore?,0.0,False,False
smaquex2___questionnaire_mode_flag,0.0,False,False
survey_psu,0.0,False,False
survey_stratum,0.0,False,False
thyroid,0.0,False,False
whd020___current_self_reported_weight_(pounds),0.0,False,False
whd050___self_reported_weight___1_yr_ago_(pounds),0.0,False,False
